,zpid,id,rawHomeStatusCd,marketingStatusSimplifiedCd,providerListingId,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latitude,longitude,isZillowOwned,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,availabilityDate
123,2078251205,2078251205,ForRent,For Rent,1ejnvstbr7n6s,https://www.zillow.com/homedetails/6011-174th-St-NW-Edmonton-AB-T6M-1G2/2078251205_zpid/,FOR_RENT,Townhouse for rent,C$,"C$1,795/mo",1795.0,"6011 174th St NW, Edmonton, AB T6M 1G2",6011 174th St NW,Edmonton,AB,T6M1G2,False,3.0,1.5,1200.0,53.495716,-113.62434,False,False,False,ForRent,For Rent,False,
124,2057591915,2057591915,ForRent,For Rent,d1h3461ykjrd,https://www.zillow.com/homedetails/3864-Chrustawka-Pl-SW-BASEMENT-Edmonton-AB-T6W-4M8/2057591915_zpid/,FOR_RENT,House for rent,C$,"C$1,175/mo",1175.0,"3864 Chrustawka Pl SW #BASEMENT, Edmonton, AB T6W 4M8",3864 Chrustawka Pl SW #BASEMENT,Edmonton,AB,T6W4M8,False,1.0,1.0,700.0,53.407566,-113.5845,False,False,False,ForRent,For Rent,False,
125,347839658,347839658,ForRent,For Rent,yv6k20x8frxf,https://www.zillow.com/homedetails/1693-Cavanagh-Blvd-SW-Edmonton-AB-T6W-4S6/347839658_zpid/,FOR_RENT,Apartment for rent,C$,"C$1,850/mo",1850.0,"1693 Cavanagh Blvd SW, Edmonton, AB T6W 4S6",1693 Cavanagh Blvd SW,Edmonton,AB,T6W4S6,False,3.0,2.5,1570.0,53.411884,-113.51597,False,False,False,ForRent,For Rent,False,
126,2055997378,2055997378,ForRent,For Rent,2k662jssqnm6x,https://www.zillow.com/homedetails/9750-82nd-Ave-NW-Edmonton-AB-T6E-1Y5/2055997378_zpid/,FOR_RENT,Apartment for rent,C$,"C$1,050/mo",1050.0,"9750 82nd Ave NW, Edmonton, AB T6E 1Y5",9750 82nd Ave NW,Edmonton,AB,T6E1Y5,False,1.0,1.0,,53.518433,-113.48187,False,False,False,ForRent,For Rent,False,2024-07-01 00:00:00
127,345640803,345640803,ForRent,For Rent,4ngakaj6x72cz,https://www.zillow.com/homedetails/11710-87th-Ave-NW-105-Edmonton-AB-T6G-0Y3/345640803_zpid/,FOR_RENT,Apartment for rent,C$,"C$2,800/mo",2800.0,"11710 87th Ave NW #105, Edmonton, AB T6G 0Y3",11710 87th Ave NW #105,Edmonton,AB,T6G0Y3,False,2.0,2.0,1147.0,53.52326,-113.53298,False,False,False,ForRent,For Rent,False,
128,2079699184,2079699184,ForRent,For Rent,3hgqgf1ems4zp,https://www.zillow.com/homedetails/17735-64th-Ave-NW-Edmonton-AB-T5T-2J9/2079699184_zpid/,FOR_RENT,Apartment for rent,C$,"C$1,539/mo",1539.0,"17735 64th Ave NW, Edmonton, AB T5T 2J9",17735 64th Ave NW,Edmonton,AB,T5T2J9,False,2.0,1.0,914.0,53.499096,-113.629234,False,False,False,ForRent,For Rent,False,2024-06-14 00:00:00
129,347506872,347506872,ForRent,For Rent,1u18f0v1d4npa,https://www.zillow.com/homedetails/9601-160th-St-NW-Edmonton-AB-T5P-3C7/347506872_zpid/,FOR_RENT,House for rent,C$,"C$1,975/mo",1975.0,"9601 160th St NW, Edmonton, AB T5P 3C7",9601 160th St NW,Edmonton,AB,T5P3C7,False,3.0,2.5,,53.533268,-113.59685,False,False,False,ForRent,For Rent,False,
130,347056042,347056042,ForRent,For Rent,56xg95wza998c,https://www.zillow.com/homedetails/5227-Kimball-Cres-SW-Edmonton-AB-T6W-4Z2/347056042_zpid/,FOR_RENT,House for rent,C$,"C$3,000/mo",3000.0,"5227 Kimball Cres SW, Edmonton, AB T6W 4Z2",5227 Kimball Cres SW,Edmonton,AB,T6W4Z2,False,3.0,2.5,1871.0,53.420418,-113.637024,False,False,False,ForRent,For Rent,False,
131,53.55352--113.51527,53.55352--113.51527,,,3enf3jb9ab87v,https://www.zillow.com/b/lenita-manor-edmonton-ab-BfcbJq/,FOR_RENT,Lenita Manor,,,,"10811 113th St NW, Edmonton, AB",10811 113th St NW # 301,Edmonton,AB,T5H3J1,,,,,53.55352,-113.51527,,,,,,,
132,53.55427--113.51343,53.55427--113.51343,,,2xqseysrz2wu4,https://www.zillow.com/b/beaumont-manor-edmonton-ab-BMqG3M/,FOR_RENT,Beaumont Manor,,,,"10847 112th St NW, Edmonton, AB",10847 112th St NW # 303,Edmonton,AB,T5H3H4,,,,,53.55427,-113.51343,,,,,,,
133,2060216191,2060216191,ForRent,For Rent,145m1bjx12znx,https://www.zillow.com/homedetails/20616-22nd-Ave-NW-Edmonton-AB-T6T-0Z1/2060216191_zpid/,FOR_RENT,House for rent,C$,"C$2,500/mo",2500.0,"20616 22nd Ave NW, Edmonton, AB T6T 0Z1",20616 22nd Ave NW,Edmonton,AB,T6T0Z1,False,3.0,2.5,1879.0,53.452477,-113.375305,False,False,False,ForRent,For Rent,False,2024-06-03 00:00:00
134,347196007,347196007,ForRent,For Rent,35qcuydczw214,https://www.zillow.com/homedetails/9009-85th-St-NW-904-Edmonton-AB-T6C-3C6/347196007_zpid/,FOR_RENT,House for rent,C$,"C$1,905/mo",1905.0,"9009 85th St NW #904, Edmonton, AB T6C 3C6",9009 85th St NW #904,Edmonton,AB,T6C3C6,False,2.0,2.0,796.0,53.5256,-113.45651,False,False,False,ForRent,For Rent,False,
